revwNum,kbcSiteCode,revwKindCode,revwPatrCode,mmbrNum,mmbrId,cretDttm,revwCntt,revwEmtnKywrPatrCode,revwEmtnKywrCode,revwEmtnKywrName,revwRvgr,splrInclYsno,hdngYsno,cttsHdngRsnCode,hdngRsn,attndChekTrgtYsno,ordrId,rewardEvcAmnt,rewardEvcIsncYsno,rewardEvcIsncDate,mgrRewardEvcIsncYsno,mgrRewardEvcIsncRsn,evntId,dltYsno,saleCmdtid,saleCmdtDvsnCode,cmdtName,cmdtcode,saleLmttAge,recdcode,saleCmdtGrpDvsnCode,imgUrl,crtrId,amnrId,reviewAtacList,reviewAtacCount,atacFileNum,reviewRecommendCount,reviewCommentCount,reviewDeclarationCount,reviewRecommendUserYsno,declaration5timesYsno,declarationUserYsno,blockUserYsno,firstRevwNum,oneMonthRevwNum,chrcList,fndgPrjtSrmb,turnSrmb
2400121,001,001,002,62018267237,ji********,2021-02-11 16:53:10.306,딥러닝 아무것도 모르는데 이거 읽고 깨우쳤음.,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,50*********,[],0,0,2,0,0,N,N,N,N,,None,[],0,None
15291814,001,001,002,62020250042,ql****,2025-01-24 22:59:13.290737,딥러닝에 대한 기본을 배울 수 있는 좋은 책이라고 생각합니다,002,002,도움돼요,4,N,N,None,None,N,None,0,None,None,None,None,None,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,AP****************,AP****************,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
15261466,001,001,002,62009130793,ma*****,2025-01-17 01:25:16.218177,자세하게 알려줘서 이해하기 쉬워요,002,004,최고예요,4,N,N,None,None,N,None,0,None,None,None,None,None,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,AP****************,AP****************,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
14976673,001,001,002,52017039668,rb******,2024-11-03 09:15:45.987704,잘볼게요 감사합니다,002,002,도움돼요,4,N,N,None,None,N,None,0,None,None,None,None,None,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,AP****************,AP****************,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
14375360,001,001,002,62005299929,js*****,2024-08-12 14:12:38.291326,시리즈물로 되어있어서 좋아요,002,004,최고예요,4,N,N,None,None,N,None,0,None,None,None,None,None,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,AP****************,AP****************,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
14323243,001,001,002,62017054292,sw********,2024-08-04 13:17:53.344136,딥러닝 혼공에 도움됩니다,002,005,추천해요,4,N,N,None,None,N,None,0,None,None,None,None,None,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,AP****************,AP****************,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
13869522,001,001,002,62018755562,cu*******,2024-05-31 16:30:41.07304,공부를 위해 구매했습니다. 감사합니다.,002,002,도움돼요,4,N,N,None,None,N,None,0,None,None,None,None,None,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,AP****************,AP****************,[],0,0,0,0,0,N,N,N,N,,14092980,[],0,None
13132223,001,001,002,62210388173,kw*****,2024-02-14 22:02:56.283654,딥러닝시리즈중 단연 최고,002,002,도움돼요,4,N,N,None,None,N,None,0,None,None,None,None,None,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,AP****************,AP****************,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
12832595,001,001,002,62016223253,pu*******,2024-01-02 09:39:41.835805,"잘 읽힙니다, 꼼꼼히 읽어보겠습니다.",002,002,도움돼요,4,N,N,None,None,N,None,0,None,None,None,None,None,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,AP****************,AP****************,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
12017432,001,001,002,62015478889,gy******,2023-08-09 13:49:12.161319,딥러닝을 하나하나 파이썬으로 만들어가면서 개념을 배우는 일은 정말 즐겁습니다.,002,004,최고예요,4,N,N,None,None,N,None,0,None,None,None,None,None,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,AP****************,AP****************,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
11469844,001,001,002,62004396765,sn******,2023-05-06 09:03:44.167385,좋은 책이네요 마음에 듭니다,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,None,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,AP****************,AP****************,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
10887821,001,001,002,62020173874,in*******,2023-02-23 09:28:07.33864,책의 번역이 매우 좋아서 이해가 쉽습니다.,002,004,최고예요,4,N,N,None,None,N,None,0,None,None,None,None,None,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,AP****************,AP****************,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
10734485,001,001,002,62019610559,so******,2023-02-07 10:30:06.274052,딥러닝을 텐서플로나 파이토치같이 프레임워크를 가지고 공부만 하다가 이렇게 직접 각각의 기능을 구현하는 것이 책 제목처럼 밑바닥부터 시작해서 하나 하나 기본을 다질 수가 있어서 정말 추천합니다!!,002,004,최고예요,4,Y,N,None,None,N,None,0,None,None,None,None,None,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,AP****************,AP****************,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
10061261,001,001,002,62211114675,de*******,2022-10-24 15:27:59.68521,도움됩니다. 괜찮음,002,002,도움돼요,4,N,N,None,None,N,None,0,None,None,None,None,None,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,AP****************,AP****************,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400031,001,001,002,52006066070,ky*****,2022-07-29 18:43:50.35,이해하기 쉬워서 좋아요,002,003,쉬웠어요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,52*********,52*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400076,001,001,002,62008451486,fi******,2022-04-06 14:42:13.573,딥러닝에 대해 얕게 알 수 있어요.,002,005,추천해요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400013,001,001,002,22010837666,ma*****,2022-04-06 09:26:12.833,많은 도움이 됩니다,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,22*********,22*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400138,001,001,002,62201211844,lp*****,2022-02-21 11:33:19.293,책이 매우 좋습니다.,002,002,도움돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400086,001,001,002,62013078893,bd******,2022-01-04 12:32:26.596,딥러닝에 대해서 공부할 수 있는 책이다.,002,003,쉬웠어요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400047,001,001,002,52013178843,wn********,2021-12-16 15:08:04.16,잘 읽히고 이해가 잘갑니다.,002,002,도움돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,52*********,52*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400053,001,001,002,62003129328,ho****,2021-12-06 15:08:17.33,"잘 활용하도록 할께요
쓱 넘겨봤는데 괜찮은 책같습니다",002,005,추천해요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400136,001,001,002,62020880751,08******,2021-11-29 04:11:28.93,딥러닝 정석 유명교재,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400008,001,001,002,12002593408,hy********,2021-10-07 21:57:47.876,조금 어렵지만 좋아요,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,12*********,12*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400019,001,001,002,42003188827,si*******,2021-09-20 05:46:05.986,원래 pdf파일로 원서가 돌아다니지만 그래도 공부하려면 책을 구매해야될거같아서 ^^ 마침 번역본이 있어 구매했어요,002,005,추천해요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,42*********,42*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400079,001,001,002,62010250586,so*******,2021-09-11 13:35:30.153,딥러닝 공부하기좋아요,002,005,추천해요,3,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400034,001,001,002,52008059455,mi********,2021-09-09 20:16:19.753,공부에 도움되는 책입니다 입문용으로 좋아요,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,52*********,52*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400093,001,001,002,62015145446,ks******,2021-08-18 10:38:30.99,쉬운 딥러닝 입문서 빠르게 볼 수 있어요!,002,005,추천해요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400087,001,001,002,62013323284,li******,2021-08-02 11:36:51.9,공부에 도움이되는 책입니다. 딥러닝 입문자에게 유용한 책입니다,002,003,쉬웠어요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400044,001,001,002,52010048201,gs*******,2021-07-09 11:32:43.436,도움되었습니다~ㅎㅎ,002,005,추천해요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,52*********,52*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2399998,001,001,002,12000136406,he*******,2021-04-26 16:01:50.37,잘 받아서 잘 보았습니다.약간 아쉬운 점은 있네요...,002,001,집중돼요,3,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,12*********,12*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400084,001,001,002,62012321239,pa******,2021-04-18 12:39:43.49,딥러닝 공부하고싶어서 샀는데 좋아요,002,002,도움돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400074,001,001,002,62008383319,ph****,2021-03-27 09:01:15.323,생각보다 얇아서 빠르게 볼수 있어요,002,003,쉬웠어요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400130,001,001,002,62019495300,pk****,2021-03-08 09:53:06.906,공부하기 좋아요,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400134,001,001,002,62020314834,gh*****,2021-03-07 12:13:05.89,공부하기 좋아요,002,005,추천해요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400061,001,001,002,62005011609,pp****,2021-02-02 13:18:51.596,좋아요,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400116,001,001,002,62018023472,mj*****,2021-02-02 10:14:10.72,좋아요,002,002,도움돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400099,001,001,002,62016146471,ss*******,2021-01-29 12:57:41.34,배송 빠르게 잘 받았어요. 워낙 책이 좋다고 해서 샀네요. 벌써 기대가 됩니다.,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400108,001,001,002,62017082276,tn*******,2021-01-23 11:40:37.97,딥러닝공부하는데 유용하게 읽고있습니다!,002,005,추천해요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400020,001,001,002,42003292747,kj******,2021-01-22 09:32:10.55,읽으면서 공부중입니다.,002,005,추천해요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,42*********,42*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400090,001,001,002,62014275262,dk*******,2021-01-20 18:05:35.336,한번쯤은 읽기를!,002,005,추천해요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400115,001,001,002,62018006881,de******,2021-01-14 18:29:15.88,딥러닝 시작을 함께하면 좋은 책 같아요!!,002,003,쉬웠어요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400106,001,001,002,62016599929,ju********,2021-01-11 12:35:36.373,꼼꼼하게 쓰여있어서 좋습니다,002,003,쉬웠어요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400083,001,001,002,62011426702,co******,2021-01-08 09:21:26.533,딥러닝 입문서답게 좋은것 같습니다. 딥러닝의 지식을 쌓을수 있는 계기였습니다.,002,005,추천해요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400137,001,001,002,62201169548,rj******,2021-01-05 19:00:16.786,딥러닝의 기초 이론부터 공부하는 책이에요. 제가 바라던 책입니다 ㅠㅠㅠ,002,005,추천해요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400113,001,001,002,62017731206,hy********,2020-12-29 14:46:09.55,재밌습니다.,002,002,도움돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400073,001,001,002,62008219590,ne********,2020-12-18 10:52:43.4,파이썬기반으로 잘 작성 된 책,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400009,001,001,002,12003031733,mi*****,2020-12-16 16:52:45.72,믿고 읽는 책입니다.,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,12*********,12*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400029,001,001,002,42005251218,ir*****,2020-12-15 11:27:35.383,딥러닝에 대한 기본적인 이해를 돕는 책,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,42*********,42*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400028,001,001,002,42005087608,al*****,2020-12-13 12:01:35.19,딥러닝 이론과 구현을 배울 수 있습니다.,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,42*********,42*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400036,001,001,002,52008139900,ch*****,2020-12-06 15:26:56.806,잘읽히네요. 책 제목 그대로 밑바닥부터 시작하기 좋은 책입니다,002,002,도움돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,52*********,52*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400037,001,001,002,52008278317,ta********,2020-11-21 00:26:35.596,"딥러닝을 공부하기 시착한 사람이라면 꼭 조라고 추천하고 싶네요.
필요한 내용들을 정말 바닥부터 설멸해주고 있다고나 항까요...",002,005,추천해요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,52*********,52*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400049,001,001,002,52016026447,tm********,2020-10-10 10:07:09.24,공부하기 좋은 서적입니다,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,52*********,52*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400077,001,001,002,62009205131,ch********,2020-09-23 18:33:26.916,진짜 지렸다!!!!,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400133,001,001,002,62020195529,cc*****,2020-09-15 00:31:49.756,전공 때문에 샀는데 괜찮아요,002,005,추천해요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400094,001,001,002,62015411728,bt***,2020-09-06 18:02:06.6,"몇몇 부분은 물론 아쉽지만, 그래도 초심자용으로 정말 좋은 것 같습니다.",002,002,도움돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400135,001,001,002,62020807260,jh******,2020-09-04 18:21:16.29,쉽고 이해하기 편하게되어있습니다. 코드도 github에 잘 정리되어있고요,002,002,도움돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400035,001,001,002,52008091459,ju******,2020-08-28 08:01:31.176,사실 코딩을 배우려고 산 책은 아니고 딥러닝에 대해서 알고 싶어서 산 책입니다. 그런데 2가지가 다 가능해질것도 같습니다. 몇번 더 읽어봐야겠어요,002,005,추천해요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,52*********,52*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400011,001,001,002,12006967965,gj********,2020-08-17 00:46:19.283,정독하며 읽기 좋은 책입니다,002,003,쉬웠어요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,12*********,12*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400089,001,001,002,62014226369,sc********,2020-08-13 23:25:22.39,책이 설명이 잘 되어있어서 좋아요,002,005,추천해요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400025,001,001,002,42004389794,mo******,2020-08-10 10:51:18.813,딥러닝 기초는 일단 이책부터 시작하는 것이 좋습니다. 그러면 나중에 머신러닝 딥러니 강화학습관련 책  보기가 편안합니다.,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,42*********,42*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2399999,001,001,002,12000175656,on********,2020-08-01 09:01:28.656,좋아요!,002,005,추천해요,3,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,12*********,12*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400096,001,001,002,62015493806,kh********,2020-07-13 09:03:13.11,딥러닝 처음 공부하는사람에게 추천합니다. 설명이기초적이에요,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400131,001,001,002,62019702892,ac********,2020-07-08 20:40:08.886,포장만족합니다,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400122,001,001,002,62018399549,ah*****,2020-07-03 16:51:45.896,좋아요.,002,002,도움돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400118,001,001,002,62018116128,ba********,2020-05-13 10:17:49.16,밑바닥부터 시작하는 딥러닝,002,002,도움돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400027,001,001,002,42005047586,ha*******,2020-04-02 13:50:06.553,책이 보기 쉽게 되어 있어요,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,42*********,42*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400127,001,001,002,62019285664,mj*****,2020-04-02 12:29:01.34,쉽게읽기좋아요,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400040,001,001,002,52009252586,tj*******,2020-03-23 14:44:18.33,딥러닝을 처음공부하는 입장에서 아주 친절하게 설명되어있습니다. 다만 프로그래밍이 처음이라던가 딥러닝을 조금더 깊게 공부하고 싶은 분들은ㄷ ㅏ른책을 추천드립니다.,002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,52*********,52*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400112,001,001,002,62017639468,da******,2020-03-07 17:06:20.21,딥러닝을 처음 접하는 독자들에게 매우 유용한 책입니다. 신경망에 대해서도 자세히 쉽게 설명되어 있어서 딥러닝에 대한 이해를 원한다면 추천드리고 싶습니다.,002,002,도움돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400060,001,001,002,62004336027,zz******,2020-02-29 09:00:58.936,생각했던것보다 책이 얇고 읽기편하네요,002,005,추천해요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400105,001,001,002,62016560727,ll****,2020-02-26 21:58:46.4,열심히 공부할게여,002,003,쉬웠어요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400092,001,001,002,62014338873,do********,2020-02-22 13:12:40.61,확실히 코딩을 처음 입문하는 사람한테는 다소 구체적으로 알려주지는 않지만 딥러닝 관해서는 도움이 많이 됩니다.,002,005,추천해요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400021,001,001,002,42003314370,dl*****,2020-02-18 16:42:26.51,"코딩에 관시이 많아서  서점에서 직접읽고 주문했습니다.
또 새로운거고 유튜브에서도 볼수없는 내용이 있다고하네요",002,001,집중돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,42*********,42*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
2400095,001,001,002,62015424772,ck*******,2020-02-09 17:10:46.39,입문자 입장에서 단연 최고인 책.,002,002,도움돼요,4,N,N,None,None,N,None,0,None,None,None,None,0,N,S000001057805,KOR,밑바닥부터 시작하는 딥러닝,9788968484636,0,None,None,None,62*********,62*********,[],0,0,0,0,0,N,N,N,N,,None,[],0,None
